public_model,public_brand,light_type,internal_model,internal_supplier,internal_product_id
IOO-CL-0057,IOO,coaxial_light,MD-IDQ3-360-X-X,private_supplier,523
IOO-LT-0193,IOO,illumination,MD-IDT3-00-360-1-X,private_supplier,524
IOO-LS-0092,IOO,line_scan_light,HPD-4CH,private_supplier,525
IOO-LS-0093,IOO,line_scan_light,HPD-00-240-1-X-24V-4CH,private_supplier,526
IOO-LS-0094,IOO,line_scan_light,HPD-00-070-1-RGBW-24V-4CH,private_supplier,527
IOO-LS-0095,IOO,line_scan_light,IDS5-4CH,private_supplier,528
IOO-LS-0096,IOO,line_scan_light,IDS5-00-070-1-X-24V-4CH,private_supplier,529
IOO-LS-0097,IOO,line_scan_light,IDS5-00-100-1-X-24V-4CH,private_supplier,530
IOO-LS-0098,IOO,line_scan_light,IDS5-00-150-1-X-24V-4CH,private_supplier,531
IOO-LS-0099,IOO,line_scan_light,IDS5-00-200-1-X-24V-4CH,private_supplier,532
IOO-LS-0100,IOO,line_scan_light,IDS5-00-250-1-X-24V-4CH,private_supplier,533
IOO-LS-0101,IOO,line_scan_light,IDS4-00-360-1-X-24V-4CH,private_supplier,534
IOO-LS-0102,IOO,line_scan_light,IDSL-00-150-1-X-24V-4CH,private_supplier,535
IOO-LS-0103,IOO,line_scan_light,LBRQ-4CH,private_supplier,536
IOO-LS-0104,IOO,line_scan_light,LLA-4CH,private_supplier,537
IOO-LS-0105,IOO,line_scan_light,MLLA-4CH,private_supplier,538
IOO-BL-0023,IOO,backlight,BHDS-00-25X36-1-X,private_supplier,539
IOO-BL-0024,IOO,backlight,BHDS-00-31X58-1-X,private_supplier,540
IOO-BL-0025,IOO,backlight,BHDS-00-070-1-X,private_supplier,541
IOO-BL-0026,IOO,backlight,BHDS-00-30X150-1-X,private_supplier,542
IOO-BL-0027,IOO,backlight,BHLX4-00-160X160-X-X,private_supplier,543
IOO-BL-0028,IOO,backlight,BHH2-00-035-X-X,private_supplier,544
IOO-BL-0029,IOO,backlight,BHH2-00-070-X-X,private_supplier,545
IOO-BL-0030,IOO,backlight,BHS5-00-050-X-X,private_supplier,546
IOO-BL-0031,IOO,backlight,BHS5-00-075-X-X,private_supplier,547
IOO-BL-0032,IOO,backlight,BHS5-00-100-X-X,private_supplier,548
IOO-BL-0033,IOO,backlight,BHS5-00-125-X-X,private_supplier,549
IOO-BL-0034,IOO,backlight,BHLC2-00-200X200-X-W-24V,private_supplier,550
IOO-BL-0035,IOO,backlight,BHLC2-00-240X240-X-W-24V,private_supplier,551
IOO-BL-0036,IOO,backlight,R,private_supplier,552
IOO-BL-0037,IOO,backlight,BHH-00-035-X-X,private_supplier,553
IOO-BL-0038,IOO,backlight,BHH-00-070-X-X,private_supplier,554
IOO-BL-0039,IOO,backlight,BHC2-00-025-X-X,private_supplier,555
IOO-BL-0040,IOO,backlight,BHC2-00-050-X-X,private_supplier,556
IOO-BL-0041,IOO,backlight,BHC2-00-075-X-X,private_supplier,557
IOO-BL-0042,IOO,backlight,BHC2-00-100-X-X,private_supplier,558
IOO-BL-0043,IOO,backlight,BHLX3-00-160X160-X-X,private_supplier,559
IOO-BL-0044,IOO,backlight,BHLX3-00-160X240-X-X,private_supplier,560
IOO-BL-0045,IOO,backlight,BHLX3-00-160X320-X-X,private_supplier,561
IOO-BL-0046,IOO,backlight,BHLX3-00-160X400-X-X,private_supplier,562
IOO-BL-0047,IOO,backlight,BHLX3-00-240X240-X-X,private_supplier,563
IOO-BL-0048,IOO,backlight,BHLX3-00-240X320-X-X,private_supplier,564
IOO-BL-0049,IOO,backlight,BHLX3-00-240X400-X-X,private_supplier,565
IOO-BL-0050,IOO,backlight,BHLX3-00-320X320-X-X,private_supplier,566
IOO-BL-0051,IOO,backlight,BHLX3-00-320X400-X-X,private_supplier,567
IOO-BL-0052,IOO,backlight,BHLX3-00-400X400-X-X,private_supplier,568
IOO-BL-0053,IOO,backlight,BHS4-00-025-X-X,private_supplier,569
IOO-BL-0054,IOO,backlight,BHS4-00-050-X-X,private_supplier,570
IOO-BL-0055,IOO,backlight,BHS4-00-075-X-X,private_supplier,571
IOO-BL-0056,IOO,backlight,BHS4-00-100-X-X,private_supplier,572
IOO-BL-0057,IOO,backlight,BHS4-00-030-X-X,private_supplier,573
IOO-BL-0058,IOO,backlight,BHS4-00-060-X-X,private_supplier,574
IOO-BL-0059,IOO,backlight,BHS4-00-090-X-X,private_supplier,575
IOO-BL-0060,IOO,backlight,BHS4-00-120-X-X,private_supplier,576
IOO-BL-0061,IOO,backlight,BHDQ-00-200-1-X,private_supplier,577
IOO-BL-0062,IOO,backlight,BHD-00-070-1-X,private_supplier,578
IOO-BL-0063,IOO,backlight,BHD-00-100-1-X,private_supplier,579
IOO-BL-0064,IOO,backlight,BHD-00-100X80-1-X,private_supplier,580
IOO-BL-0065,IOO,backlight,LBL3-00-100-X-X,private_supplier,581
IOO-BL-0066,IOO,backlight,LBL3-00-200-X-X,private_supplier,582
IOO-BL-0067,IOO,backlight,LBL3-00-300-X-X,private_supplier,583
IOO-BL-0068,IOO,backlight,LBL3-00-400-X-X,private_supplier,584
IOO-BL-0069,IOO,backlight,LBL3-00-500-X-X,private_supplier,585
IOO-BL-0070,IOO,backlight,LBL3-00-600-X-X,private_supplier,586
IOO-BL-0071,IOO,backlight,LBL3-00-700-X-X,private_supplier,587
IOO-BL-0072,IOO,backlight,LBL3-00-800-X-X,private_supplier,588
IOO-BL-0073,IOO,backlight,LBL3-00-900-X-X,private_supplier,589
IOO-BL-0074,IOO,backlight,LBL3-00-1000-X-X,private_supplier,590
IOO-LT-0194,IOO,illumination,F-DXX-070-1-RGBW,private_supplier,591
IOO-DF-0037,IOO,dark_field,(F-DLC3-00-070-DIFFUSER),private_supplier,592
IOO-LS-0106,IOO,line_scan_light,(F-DLS4-45-070-DIFFUSER),private_supplier,593
IOO-LS-0107,IOO,line_scan_light,(F-DLS4-60-070-DIFFUSER),private_supplier,594
IOO-LT-0195,IOO,illumination,(F-DLF5-90-070-DIFFUSER),private_supplier,595
IOO-LT-0196,IOO,illumination,F-DXX-100-1-RGBW,private_supplier,596
IOO-DF-0038,IOO,dark_field,(F-DLC3-00-100-DIFFUSER),private_supplier,597
IOO-LS-0108,IOO,line_scan_light,(F-DLS4-45-100-DIFFUSER),private_supplier,598
IOO-LS-0109,IOO,line_scan_light,(F-DLS4-60-100-DIFFUSER),private_supplier,599
IOO-LT-0197,IOO,illumination,(F-DLF5-90-100-DIFFUSER),private_supplier,600
IOO-LT-0198,IOO,illumination,F-DXX-120-1-RGBW,private_supplier,601
IOO-DF-0039,IOO,dark_field,(F-DLC3-00-120-DIFFUSER),private_supplier,602
IOO-LS-0110,IOO,line_scan_light,(F-DLS4-45-120-DIFFUSER),private_supplier,603
IOO-LS-0111,IOO,line_scan_light,(F-DLS4-60-120-DIFFUSER),private_supplier,604
IOO-LT-0199,IOO,illumination,(F-DLF5-90-120-DIFFUSER),private_supplier,605
IOO-LT-0200,IOO,illumination,F-DLP-90-100-1-RGBW,private_supplier,606
IOO-LT-0201,IOO,illumination,F-DLG-00-100-1-RGBW,private_supplier,607
IOO-LT-0202,IOO,illumination,(F-DLA2-00-070-DIFFUSER),private_supplier,608
IOO-LT-0203,IOO,illumination,(F-DLA2-00-100-DIFFUSER),private_supplier,609
IOO-RL-0021,IOO,ring_light,DFR4-00-050-1-X,private_supplier,610
IOO-RL-0022,IOO,ring_light,DFR4-00-080-1-X,private_supplier,611
IOO-RL-0023,IOO,ring_light,DFR4-00-100-1-X,private_supplier,612
IOO-RL-0024,IOO,ring_light,DFR4-00-130-1-X,private_supplier,613
IOO-RL-0025,IOO,ring_light,DFR4-15-080-1-X,private_supplier,614
IOO-RL-0026,IOO,ring_light,DFR4-15-100-1-X,private_supplier,615
IOO-RL-0027,IOO,ring_light,DFR4-15-130-1-X,private_supplier,616
IOO-RL-0028,IOO,ring_light,DFR4-30-050-1-X,private_supplier,617
IOO-RL-0029,IOO,ring_light,DFR4-30-080-1-X,private_supplier,618
IOO-RL-0030,IOO,ring_light,DFR4-30-100-1-X,private_supplier,619
IOO-RL-0031,IOO,ring_light,DFR4-30-130-1-X,private_supplier,620
IOO-DF-0040,IOO,dark_field,DLC3-00-070-1-X,private_supplier,621
IOO-DF-0041,IOO,dark_field,DLC3-00-100-1-X,private_supplier,622
IOO-DF-0042,IOO,dark_field,DLC3-00-120-1-X,private_supplier,623
IOO-DF-0043,IOO,dark_field,DLC3-00-070-1-RGBW,private_supplier,624
IOO-DF-0044,IOO,dark_field,DLC3-00-100-1-RGBW,private_supplier,625
IOO-DF-0045,IOO,dark_field,DLC3-00-120-1-RGBW,private_supplier,626
IOO-LT-0204,IOO,illumination,DLF2-90-050-1-X,private_supplier,627
IOO-LT-0205,IOO,illumination,DLF2-90-070-1-X,private_supplier,628
IOO-LT-0206,IOO,illumination,DLF2-90-100-1-X,private_supplier,629
IOO-LT-0207,IOO,illumination,DLQ2-90-030-1-X,private_supplier,630
IOO-LT-0208,IOO,illumination,DLQ2-90-050-1-X,private_supplier,631
IOO-LT-0209,IOO,illumination,DLQ2-90-070-1-X,private_supplier,632
IOO-LT-0210,IOO,illumination,DLQ2-90-100-1-X,private_supplier,633
IOO-LT-0211,IOO,illumination,DLW2-60-070-1-X,private_supplier,634
IOO-LT-0212,IOO,illumination,DLW2-60-100-1-X,private_supplier,635
IOO-LS-0112,IOO,line_scan_light,DLS2-60-050-1-X,private_supplier,636
IOO-LS-0113,IOO,line_scan_light,DLS2-60-070-1-X,private_supplier,637
IOO-LS-0114,IOO,line_scan_light,DLS2-60-100-1-X,private_supplier,638
IOO-RL-0032,IOO,ring_light,DLR3-45-050-1-X,private_supplier,639
IOO-RL-0033,IOO,ring_light,DLR3-45-080-1-X,private_supplier,640
IOO-RL-0034,IOO,ring_light,DLR3-45-100-1-X,private_supplier,641
IOO-RL-0035,IOO,ring_light,DLR3-45-130-1-X,private_supplier,642
IOO-RL-0036,IOO,ring_light,DLR3-60-050-1-X,private_supplier,643
IOO-RL-0037,IOO,ring_light,DLR3-60-080-1-X,private_supplier,644
IOO-RL-0038,IOO,ring_light,DLR3-60-100-1-X,private_supplier,645
IOO-RL-0039,IOO,ring_light,DLR3-60-130-1-X,private_supplier,646
IOO-RL-0040,IOO,ring_light,DLR3-45-100-1-RGBW,private_supplier,647
IOO-RL-0041,IOO,ring_light,DLR3-60-100-1-RGBW,private_supplier,648
IOO-CL-0058,IOO,coaxial_light,LLAC-90-100-1-X,private_supplier,649
IOO-CL-0059,IOO,coaxial_light,LLAC-90-070-1-X,private_supplier,650
IOO-CL-0060,IOO,coaxial_light,LLAC-60-070-2-X,private_supplier,651
IOO-CL-0061,IOO,coaxial_light,LSWC-15-050-2-X,private_supplier,652
IOO-CL-0062,IOO,coaxial_light,IDDC-00-080-9-RGB,private_supplier,653
IOO-CL-0063,IOO,coaxial_light,DLRC-60-130-1-X-24V,private_supplier,654
