severity,issue_type,model,family_name,detail,source_url
medium,low_core_field_coverage,LBM-00-080-2-X,LBM Series,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/lbm-serie.html
medium,low_core_field_coverage,LBM-00-040-3-X,LBM Series,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/lbm-serie.html
medium,low_core_field_coverage,LBM-00-080-3-X,LBM Series,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/lbm-serie.html
medium,low_core_field_coverage,R,HLBQ2 Series,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/hlbq2-serie.html
medium,low_core_field_coverage,HBFS2-00-08-1-X-5V,HBFS2 Series,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/hbfs2-series.html
medium,low_core_field_coverage,HBFS2-00-08-1-W-24V,HBFS2 Series,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/hbfs2-series.html
medium,low_core_field_coverage,HBF2-00-16-1-X-5V,HBF2-16 Series,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/hbf2-16-series.html
medium,low_core_field_coverage,HBF2-00-16-1-W-24V,HBF2-16 Series,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/hbf2-16-series.html
medium,low_core_field_coverage,HBFS-00-08-1-X-5V,HBFS Series,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/hbf-serie-hbfs.html
medium,low_core_field_coverage,HBFS-00-08-1-W-24V,HBFS Series,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/hbf-serie-hbfs.html
medium,low_core_field_coverage,HBF-00-16-1-X-5V,HBF-16 Series,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/hbf-serie-hbf-16.html
medium,low_core_field_coverage,HBF-00-16-1-W-24V,HBF-16 Series,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/hbf-serie-hbf-16.html
medium,low_core_field_coverage,HPD-4CH,4 SECTION LED ILLUMINATION SERIES,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
medium,low_core_field_coverage,HPD-00-240-1-X-24V-4CH,4 SECTION LED ILLUMINATION SERIES,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
medium,low_core_field_coverage,HPD-00-070-1-RGBW-24V-4CH,4 SECTION LED ILLUMINATION SERIES,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
medium,low_core_field_coverage,IDS5-4CH,4 SECTION LED ILLUMINATION SERIES,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
medium,low_core_field_coverage,IDS5-00-070-1-X-24V-4CH,4 SECTION LED ILLUMINATION SERIES,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
medium,low_core_field_coverage,IDS5-00-100-1-X-24V-4CH,4 SECTION LED ILLUMINATION SERIES,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
medium,low_core_field_coverage,IDS5-00-150-1-X-24V-4CH,4 SECTION LED ILLUMINATION SERIES,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
medium,low_core_field_coverage,IDS5-00-200-1-X-24V-4CH,4 SECTION LED ILLUMINATION SERIES,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
medium,low_core_field_coverage,IDS5-00-250-1-X-24V-4CH,4 SECTION LED ILLUMINATION SERIES,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
medium,low_core_field_coverage,IDS4-00-360-1-X-24V-4CH,4 SECTION LED ILLUMINATION SERIES,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
medium,low_core_field_coverage,IDSL-00-150-1-X-24V-4CH,4 SECTION LED ILLUMINATION SERIES,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
medium,low_core_field_coverage,LBRQ-4CH,4 SECTION LED ILLUMINATION SERIES,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
medium,low_core_field_coverage,LLA-4CH,4 SECTION LED ILLUMINATION SERIES,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
medium,low_core_field_coverage,MLLA-4CH,4 SECTION LED ILLUMINATION SERIES,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
medium,low_core_field_coverage,R,BHH Series,"缺少核心字段: 电压, 功率, 电流, 重量, 尺寸",https://www.tms-lite.com/bhh-serie.html
medium,low_core_field_coverage,(F-DLC3-00-070-DIFFUSER),F-DXX SERIES ( SQUARE ),"缺少核心字段: 电压, 功率, 电流, 重量",https://www.tms-lite.com/dlc-dlf-dls-45-60-dla-dlp-dlg-series.html
medium,low_core_field_coverage,(F-DLS4-45-070-DIFFUSER),F-DXX SERIES ( SQUARE ),"缺少核心字段: 电压, 功率, 电流, 重量",https://www.tms-lite.com/dlc-dlf-dls-45-60-dla-dlp-dlg-series.html
medium,low_core_field_coverage,(F-DLS4-60-070-DIFFUSER),F-DXX SERIES ( SQUARE ),"缺少核心字段: 电压, 功率, 电流, 重量",https://www.tms-lite.com/dlc-dlf-dls-45-60-dla-dlp-dlg-series.html
medium,low_core_field_coverage,(F-DLF5-90-070-DIFFUSER),F-DXX SERIES ( SQUARE ),"缺少核心字段: 电压, 功率, 电流, 重量",https://www.tms-lite.com/dlc-dlf-dls-45-60-dla-dlp-dlg-series.html
medium,low_core_field_coverage,(F-DLC3-00-100-DIFFUSER),F-DXX SERIES ( SQUARE ),"缺少核心字段: 电压, 功率, 电流, 重量",https://www.tms-lite.com/dlc-dlf-dls-45-60-dla-dlp-dlg-series.html
medium,low_core_field_coverage,(F-DLS4-45-100-DIFFUSER),F-DXX SERIES ( SQUARE ),"缺少核心字段: 电压, 功率, 电流, 重量",https://www.tms-lite.com/dlc-dlf-dls-45-60-dla-dlp-dlg-series.html
medium,low_core_field_coverage,(F-DLS4-60-100-DIFFUSER),F-DXX SERIES ( SQUARE ),"缺少核心字段: 电压, 功率, 电流, 重量",https://www.tms-lite.com/dlc-dlf-dls-45-60-dla-dlp-dlg-series.html
medium,low_core_field_coverage,(F-DLF5-90-100-DIFFUSER),F-DXX SERIES ( SQUARE ),"缺少核心字段: 电压, 功率, 电流, 重量",https://www.tms-lite.com/dlc-dlf-dls-45-60-dla-dlp-dlg-series.html
medium,low_core_field_coverage,(F-DLC3-00-120-DIFFUSER),F-DXX SERIES ( SQUARE ),"缺少核心字段: 电压, 功率, 电流, 重量",https://www.tms-lite.com/dlc-dlf-dls-45-60-dla-dlp-dlg-series.html
medium,low_core_field_coverage,(F-DLS4-45-120-DIFFUSER),F-DXX SERIES ( SQUARE ),"缺少核心字段: 电压, 功率, 电流, 重量",https://www.tms-lite.com/dlc-dlf-dls-45-60-dla-dlp-dlg-series.html
medium,low_core_field_coverage,(F-DLS4-60-120-DIFFUSER),F-DXX SERIES ( SQUARE ),"缺少核心字段: 电压, 功率, 电流, 重量",https://www.tms-lite.com/dlc-dlf-dls-45-60-dla-dlp-dlg-series.html
medium,low_core_field_coverage,(F-DLF5-90-120-DIFFUSER),F-DXX SERIES ( SQUARE ),"缺少核心字段: 电压, 功率, 电流, 重量",https://www.tms-lite.com/dlc-dlf-dls-45-60-dla-dlp-dlg-series.html
medium,low_core_field_coverage,(F-DLA2-00-070-DIFFUSER),F-DXX SERIES ( SQUARE ),"缺少核心字段: 电压, 功率, 电流, 重量",https://www.tms-lite.com/dlc-dlf-dls-45-60-dla-dlp-dlg-series.html
medium,low_core_field_coverage,(F-DLA2-00-100-DIFFUSER),F-DXX SERIES ( SQUARE ),"缺少核心字段: 电压, 功率, 电流, 重量",https://www.tms-lite.com/dlc-dlf-dls-45-60-dla-dlp-dlg-series.html
low,same_model_multiple_sources,UV385,,同一规范化型号出现在 5 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,UV395,,同一规范化型号出现在 5 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,UV405,,同一规范化型号出现在 5 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,CAS2-00-040-X-X,,同一规范化型号出现在 4 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,CAS2-00-025-X-X,,同一规范化型号出现在 3 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LLA-60-090-2-X,,同一规范化型号出现在 3 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LSW-15-070-3-X,,同一规范化型号出现在 3 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,R,,同一规范化型号出现在 3 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHLX3-00-160X160-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHLX3-00-160X240-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHLX3-00-160X320-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHLX3-00-160X400-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHLX3-00-240X240-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHLX3-00-240X320-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHLX3-00-240X400-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHLX3-00-320X320-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHLX3-00-320X400-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHLX3-00-400X400-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHS4-00-025-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHS4-00-030-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHS4-00-050-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHS4-00-060-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHS4-00-075-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHS4-00-090-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHS4-00-100-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,BHS4-00-120-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,CAS2-00-020-X-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,CAS2-00-025-X-RGB,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,CAS2-00-040-X-RGB,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,CAS2-00-070-X-RGB,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,CAS2-00-070-X-RGBW,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,CAS2-00-100-X-RGB,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,HPD,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,HPD-00-070-1-RGBW,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,HPD-00-240-1-RGBW,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,HPD-00-240-3-RGB,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,HPD2-00-050-1-RGBW,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,HPD2-00-080-1-RGBW,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,HPD2-00-100-1-RGBW,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,HPD2-00-130-1-RGBW,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDQ3-00-120-1-RGB,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDQ3-00-120-X-RGB,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDQ3-00-190-1-RGB,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDQ3-00-190-X-RGB,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDQ3-00-300-1-RGB,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDQ3-00-300-X-RGB,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDS4-00-150-1-RGB,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDS4-00-200-1-RGB,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDS5-00-050-1-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDS5-00-070-1-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDS5-00-100-1-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDS5-00-150-1-RGBW,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDS5-00-150-1-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDS5-00-200-1-RGBW,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDS5-00-200-1-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDS5-00-250-1-RGBW,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDS5-00-250-1-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDT3-00-120-1-RGB,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDT3-00-150-1-RGB,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,IDT3-00-200-1-RGB,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRQ-00-040-3-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRQ-00-040-6-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRQ-00-080-3-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRQ-00-080-6-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRQ-00-120-3-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRQ-00-120-6-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRQ-00-160-3-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRQ-00-160-6-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRQ-00-200-3-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRQ-00-200-6-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRX-00-040-3-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRX-00-040-6-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRX-00-080-3-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRX-00-080-6-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRX-00-120-3-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRX-00-120-6-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRX-00-160-3-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRX-00-160-6-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRX-00-200-3-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LBRX-00-200-6-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LLA-60-070-1-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LSW-00-050-2-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LSW-15-050-2-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LSW-15-070-2-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LSW-15-090-4-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LSW-30-050-2-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LSW-30-070-3-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LSW-30-090-4-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LSW-45-050-2-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,LSW-45-070-3-X,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,MA-IDD-X-225D40-8-RGBW-24V-16CH,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,MA-IDQ-X-225D40-8-RGBW-24V-16CH,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,same_model_multiple_sources,MLBQ-00-090-2-RGBW,,同一规范化型号出现在 2 个来源页面，可能是正常多颜色/多系列，也可能需要合并。,
low,no_linked_assets,BHP1010-X-X,BHP Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/bhp-serie.html
low,no_linked_assets,BHP1515-X-X,BHP Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/bhp-serie.html
low,no_linked_assets,BHP1520-X-X,BHP Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/bhp-serie.html
low,no_linked_assets,CAS2,RGBW ILLUMINATION - CAS2,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/rgbw-illumination-cas2
low,no_linked_assets,DIRECT ILLUMINATION - HLBQ2 2 ROWS,DIRECT ILLUMINATION - HLBQ2 2 ROWS,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/direct-illumination-hlbq2-2-rows
low,no_linked_assets,DIRECT ILLUMINATION - HLBS2 2 ROWS,DIRECT ILLUMINATION - HLBS2 2 ROWS,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/direct-illumination-hlbs2-2rows
low,no_linked_assets,DLC2,RGBW ILLUMINATION - DLC2,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/rgbw-illumination-dlc
low,no_linked_assets,DLF3,RGBW ILLUMINATION - DLF3,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/rgbw-illumination-dlf3
low,no_linked_assets,DLR3,RGBW ILLUMINATION - DLR3,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/rgbw-illumination-dlr3
low,no_linked_assets,DXX,DIFFUSED SQUARE ILLUMINATION - F - DXX,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/diffused-square-illumination-dla
low,no_linked_assets,HCAS2-00-035-X-X,HCAS2 Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/hcas2-serie.html
low,no_linked_assets,HCAS2-00-070-X-X,HCAS2 Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/hcas2-serie.html
low,no_linked_assets,HLBQ3-00-065-1-X,HLBQ3 Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/hlbq3-series.html
low,no_linked_assets,HLBQ3-00-130-1-X,HLBQ3 Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/hlbq3-series.html
low,no_linked_assets,HPD,RGBW ILLUMINATION - HPD,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/rgbw-illumination-hpd
low,no_linked_assets,HPD,UV ILLUMINATION - HPD,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/uv-illumination-hpd
low,no_linked_assets,HPD2,RGBW ILLUMINATION - HPD2,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/rgbw-illumination-hpd2
low,no_linked_assets,HPDP-00-070-1-X,HPDP Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/hpdp-serie.html
low,no_linked_assets,HPDP-00-110-2-X,HPDP Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/hpdp-serie.html
low,no_linked_assets,IDDC,HALF CIRCLE ILLUMINATION - IDDC,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/half-circle-illumination-iddc
low,no_linked_assets,IDS5,RGBW ILLUMINATION - IDS5,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/rgbw-illumination-ids5
low,no_linked_assets,IDS5-00-150-1-RGBW,RGBW Illumination - IDS5,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/ids5-rgbw-beleuchtungen.html
low,no_linked_assets,IDS5-00-200-1-RGBW,RGBW Illumination - IDS5,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/ids5-rgbw-beleuchtungen.html
low,no_linked_assets,IDS5-00-250-1-RGBW,RGBW Illumination - IDS5,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/ids5-rgbw-beleuchtungen.html
low,no_linked_assets,LBRP-00-040-3-X,LBRP Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/lbrp-serie.html
low,no_linked_assets,LBRP-00-080-3-X,LBRP Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/lbrp-serie.html
low,no_linked_assets,LBRQ-1,UV ILLUMINATION - LBRQ 1 ROW,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/uv-illumination-lbrq-1-row
low,no_linked_assets,LBRX-1,UV ILLUMINATION - LBRX 1 ROW,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/uv-illumination-lbrx-1-row
low,no_linked_assets,LBRX-12,DIRECT ILLUMINATION - LBRX 12 ROWS,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/direct-illumination-lbrx-12-rows
low,no_linked_assets,LLA,UV ILLUMINATION - LLA,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/uv-illumination-lla
low,no_linked_assets,LLAC,HALF CIRCLE ILLUMINATION - LLAC,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/half-circle-illumination-llac
low,no_linked_assets,LSN6-00-075-1-X,LSN6 Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/lsn6-series.html
