brand,model,spec_group,spec_name,raw_value,normalized_value,unit,source_url
TMS LITE,BHD-00-070-1-X,table_2,Voltage (V) / Watt (W),24V / 2.88W 24V / 2.88W,24V / 2.88W 24V / 2.88W,V,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-070-1-X,table_2,Weight (g),27,27,g,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-070-1-X,table_3,A (mm),98.5,98.5,mm,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-070-1-X,table_3,B (mm),91.5,91.5,mm,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-070-1-X,table_3,C (mm),68.5,68.5,mm,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-070-1-X,table_3,D (mm),70,70,mm,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-070-1-X,table_3,E (mm),5.3,5.3,mm,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100-1-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100-1-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100-1-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100-1-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100-1-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100-1-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100-1-X,table_1,extra_7,White,White,,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100-1-X,table_2,Current,180mA 160mA,180mA 160mA,mA,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100-1-X,table_2,Voltage (V) / Watt (W),24V / 4.32W 24V / 3.84W,24V / 4.32W 24V / 3.84W,V,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100-1-X,table_2,Weight (g),38,38,g,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100-1-X,table_3,A (mm),128.5,128.5,mm,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100-1-X,table_3,B (mm),121.5,121.5,mm,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100-1-X,table_3,C (mm),100.0,100.0,mm,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100-1-X,table_3,D (mm),100.0,100.0,mm,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100-1-X,table_3,E (mm),5.3,5.3,mm,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100X80-1-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100X80-1-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100X80-1-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100X80-1-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100X80-1-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100X80-1-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100X80-1-X,table_1,extra_7,White,White,,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100X80-1-X,table_2,Current,280mA 280mA,280mA 280mA,mA,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100X80-1-X,table_2,Voltage (V) / Watt (W),24V / 6.72W 24V / 6.72W,24V / 6.72W 24V / 6.72W,V,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100X80-1-X,table_2,Weight (g),80,80,g,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100X80-1-X,table_3,A (mm),113,113,mm,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100X80-1-X,table_3,B (mm),105,105,mm,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100X80-1-X,table_3,C (mm),80,80,mm,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100X80-1-X,table_3,D (mm),100,100,mm,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHD-00-100X80-1-X,table_3,E (mm),9,9,mm,https://www.tms-lite.com/bhd-serie.html
TMS LITE,BHDQ-00-200-1-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_1,extra_7,White,White,,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_2,Current,600mA 600mA,600mA 600mA,mA,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_2,Voltage (V) / Watt (W),24V / 14.4W 24V / 14.4W,24V / 14.4W 24V / 14.4W,V,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_2,Weight (g),409,409,g,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_3,A (mm),228.5,228.5,mm,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_3,B (mm),228.5,228.5,mm,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_3,C (mm),200,200,mm,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_3,D (mm),200,200,mm,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_3,E (mm),160,160,mm,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_3,F (mm),160,160,mm,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_3,G (mm),113.6,113.6,g,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_3,H (mm),113.6,113.6,mm,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_3,I (mm),110,110,mm,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDQ-00-200-1-X,table_3,J (mm),110,110,mm,https://www.tms-lite.com/bhdq-serie.html
TMS LITE,BHDS-00-070-1-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-070-1-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-070-1-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-070-1-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-070-1-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-070-1-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-070-1-X,table_1,extra_7,White,White,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-070-1-X,table_2,Current,90mA 90mA,90mA 90mA,mA,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-070-1-X,table_2,Voltage (V) / Watt (W),24V / 2.16W 24V / 2.16W,24V / 2.16W 24V / 2.16W,V,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-070-1-X,table_2,Weight (g),80,80,g,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-070-1-X,table_3,A (mm),98.5,98.5,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-070-1-X,table_3,B (mm),84.5,84.5,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-070-1-X,table_3,C (mm),68.5,68.5,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-070-1-X,table_3,D (mm),70,70,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-070-1-X,table_3,E (mm),81.0,81.0,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-070-1-X,table_3,F (mm),60.0,60.0,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-070-1-X,table_3,G (mm),5.3,5.3,g,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-25X36-1-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-25X36-1-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-25X36-1-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-25X36-1-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-25X36-1-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-25X36-1-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-25X36-1-X,table_1,extra_7,White,White,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-25X36-1-X,table_2,Current,15mA 20mA,15mA 20mA,mA,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-25X36-1-X,table_2,Voltage (V) / Watt (W),24V / 0.36W 24V / 0.48W,24V / 0.36W 24V / 0.48W,V,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-25X36-1-X,table_2,Weight (g),27,27,g,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-25X36-1-X,table_3,A (mm),38.5,38.5,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-25X36-1-X,table_3,B (mm),43.5,43.5,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-25X36-1-X,table_3,C (mm),35,35,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-25X36-1-X,table_3,D (mm),25,25,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-25X36-1-X,table_3,E (mm),40.0,40.0,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-25X36-1-X,table_3,F (mm),18.5,18.5,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-25X36-1-X,table_3,G (mm),5.3,5.3,g,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-30X150-1-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-30X150-1-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-30X150-1-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-30X150-1-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-30X150-1-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-30X150-1-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-30X150-1-X,table_1,extra_7,White,White,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-30X150-1-X,table_2,Current,100mA 100mA,100mA 100mA,mA,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-30X150-1-X,table_2,Voltage (V) / Watt (W),24V / 2.4W 24V / 2.4W,24V / 2.4W 24V / 2.4W,V,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-30X150-1-X,table_2,Weight (g),105,105,g,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-30X150-1-X,table_3,A (mm),154.2,154.2,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-30X150-1-X,table_3,B (mm),49.3,49.3,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-30X150-1-X,table_3,C (mm),150.2,150.2,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-30X150-1-X,table_3,D (mm),30,30,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-30X150-1-X,table_3,E (mm),45.8,45.8,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-30X150-1-X,table_3,F (mm),40,40,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-30X150-1-X,table_3,G (mm),8,8,g,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-31X58-1-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-31X58-1-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-31X58-1-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-31X58-1-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-31X58-1-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-31X58-1-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-31X58-1-X,table_1,extra_7,White,White,,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-31X58-1-X,table_2,Current,30mA 30mA,30mA 30mA,mA,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-31X58-1-X,table_2,Voltage (V) / Watt (W),24V / 0.72W 24V / 0.72W,24V / 0.72W 24V / 0.72W,V,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-31X58-1-X,table_2,Weight (g),38,38,g,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-31X58-1-X,table_3,A (mm),60.2,60.2,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-31X58-1-X,table_3,B (mm),43.5,43.5,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-31X58-1-X,table_3,C (mm),56.3,56.3,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-31X58-1-X,table_3,D (mm),31,31,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-31X58-1-X,table_3,E (mm),40.0,40.0,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-31X58-1-X,table_3,F (mm),40.0,40.0,mm,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHDS-00-31X58-1-X,table_3,G (mm),5.4,5.4,g,https://www.tms-lite.com/bids-serie.html
TMS LITE,BHH-00-035-X-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-035-X-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-035-X-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-035-X-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-035-X-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-035-X-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-035-X-X,table_1,extra_7,White,White,,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-035-X-X,table_2,Current,150mA 150mA,150mA 150mA,mA,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-035-X-X,table_2,Voltage (V) / Watt (W),24V / 3.60W 24V / 3.60W,24V / 3.60W 24V / 3.60W,V,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-035-X-X,table_2,Weight (g),135,135,g,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-035-X-X,table_3,A (mm),49.0,49.0,mm,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-035-X-X,table_3,B (mm),35.0,35.0,mm,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-035-X-X,table_3,C (mm),49.0,49.0,mm,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-035-X-X,table_3,D (mm),35.0,35.0,mm,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-035-X-X,table_3,E (mm),30.0,30.0,mm,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-035-X-X,table_3,F (mm),42.0,42.0,mm,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-035-X-X,table_3,G (mm),40,40,g,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-070-X-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-070-X-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-070-X-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-070-X-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-070-X-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-070-X-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-070-X-X,table_1,extra_7,White,White,,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-070-X-X,table_2,Current,600mA 600mA,600mA 600mA,mA,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-070-X-X,table_2,Voltage (V) / Watt (W),24V / 14.40W 24V / 14.40W,24V / 14.40W 24V / 14.40W,V,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-070-X-X,table_2,Weight (g),380,380,g,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-070-X-X,table_3,A (mm),84.0,84.0,mm,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-070-X-X,table_3,B (mm),70.0,70.0,mm,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-070-X-X,table_3,C (mm),84.0,84.0,mm,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-070-X-X,table_3,D (mm),70.0,70.0,mm,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-070-X-X,table_3,E (mm),65.0,65.0,mm,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-070-X-X,table_3,F (mm),77.0,77.0,mm,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH-00-070-X-X,table_3,G (mm),40,40,g,https://www.tms-lite.com/bhh-serie.html
TMS LITE,BHH2-00-035-X-X,table_1,Current,300mA 300mA,300mA 300mA,mA,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-035-X-X,table_1,Voltage (V) / Watt (W),24V / 7.2W 24V / 7.2W,24V / 7.2W 24V / 7.2W,V,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-035-X-X,table_1,Weight (g),135,135,g,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-035-X-X,table_2,A (mm),49.0,49.0,mm,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-035-X-X,table_2,B (mm),35.0,35.0,mm,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-035-X-X,table_2,C (mm),49.0,49.0,mm,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-035-X-X,table_2,D (mm),35.0,35.0,mm,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-035-X-X,table_2,E (mm),30.0,30.0,mm,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-035-X-X,table_2,F (mm),42.0,42.0,mm,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-035-X-X,table_2,G (mm),40,40,g,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-035-X-X,table_3,Datasheet,Red,Red,,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-035-X-X,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-035-X-X,table_3,STEP (3D),3D View,3D View,,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-035-X-X,table_3,extra_4,Green,Green,,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-035-X-X,table_3,extra_5,Blue,Blue,,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-035-X-X,table_3,extra_6,White,White,,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-070-X-X,table_1,Current,1200mA 1200mA,1200mA 1200mA,mA,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-070-X-X,table_1,Voltage (V) / Watt (W),24V / 28.8W 24V / 28.8W,24V / 28.8W 24V / 28.8W,V,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-070-X-X,table_1,Weight (g),380,380,g,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-070-X-X,table_2,A (mm),84.0,84.0,mm,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-070-X-X,table_2,B (mm),70.0,70.0,mm,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-070-X-X,table_2,C (mm),84.0,84.0,mm,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-070-X-X,table_2,D (mm),70.0,70.0,mm,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-070-X-X,table_2,E (mm),65.0,65.0,mm,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-070-X-X,table_2,F (mm),77.0,77.0,mm,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-070-X-X,table_2,G (mm),40,40,g,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-070-X-X,table_3,Datasheet,Red,Red,,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-070-X-X,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-070-X-X,table_3,STEP (3D),3D View,3D View,,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-070-X-X,table_3,extra_4,Green,Green,,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-070-X-X,table_3,extra_5,Blue,Blue,,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHH2-00-070-X-X,table_3,extra_6,White,White,,https://www.tms-lite.com/bhh2-series.html
TMS LITE,BHLC2-00-200X200-X-W-24V,table_1,Colour,(White only),(White only),,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-200X200-X-W-24V,table_1,Current,1480mA,1480mA,mA,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-200X200-X-W-24V,table_1,Voltage (V) / Watt (W),24V / 35.52W,24V / 35.52W,V,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-200X200-X-W-24V,table_1,Weight (g),465,465,g,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-200X200-X-W-24V,table_2,Datasheet,Red,Red,,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-200X200-X-W-24V,table_2,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-200X200-X-W-24V,table_2,STEP (3D),3D View,3D View,,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-200X200-X-W-24V,table_2,extra_4,Green,Green,,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-200X200-X-W-24V,table_2,extra_5,Blue,Blue,,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-200X200-X-W-24V,table_2,extra_6,White,White,,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-240X240-X-W-24V,table_1,Colour,(White only),(White only),,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-240X240-X-W-24V,table_1,Current,2230mA,2230mA,mA,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-240X240-X-W-24V,table_1,Voltage (V) / Watt (W),24V / 52.8W,24V / 52.8W,V,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-240X240-X-W-24V,table_1,Weight (g),465,465,g,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-240X240-X-W-24V,table_2,Datasheet,Red,Red,,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-240X240-X-W-24V,table_2,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-240X240-X-W-24V,table_2,STEP (3D),3D View,3D View,,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-240X240-X-W-24V,table_2,extra_4,Green,Green,,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-240X240-X-W-24V,table_2,extra_5,Blue,Blue,,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLC2-00-240X240-X-W-24V,table_2,extra_6,White,White,,https://www.tms-lite.com/bhlc2-series.html
TMS LITE,BHLQ-00-240X240-X-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/bhlq-serie.html
TMS LITE,BHLQ-00-240X240-X-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bhlq-serie.html
TMS LITE,BHLQ-00-240X240-X-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/bhlq-serie.html
TMS LITE,BHLQ-00-240X240-X-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/bhlq-serie.html
TMS LITE,BHLQ-00-240X240-X-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/bhlq-serie.html
TMS LITE,BHLQ-00-240X240-X-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/bhlq-serie.html
TMS LITE,BHLQ-00-240X240-X-X,table_1,extra_7,White,White,,https://www.tms-lite.com/bhlq-serie.html
TMS LITE,BHLQ-00-240X240-X-X,table_2,Current,1200mA 1605mA,1200mA 1605mA,mA,https://www.tms-lite.com/bhlq-serie.html
TMS LITE,BHLQ-00-240X240-X-X,table_2,Voltage (V) / Watt (W),24V / 28.80W 24V / 38.52W,24V / 28.80W 24V / 38.52W,V,https://www.tms-lite.com/bhlq-serie.html
TMS LITE,BHLQ-00-240X240-X-X,table_2,Weight (g),1500,1500,g,https://www.tms-lite.com/bhlq-serie.html
TMS LITE,BHLQ-00-240X240-X-X,table_3,A (mm),276.0,276.0,mm,https://www.tms-lite.com/bhlq-serie.html
